"","Stage1","Stage3","Stage5","Stage7","cluster"
"FakeGeneID033741",1.45777515419959,-0.828871783508723,-0.388860889736894,-0.240042480953974,2
"FakeGeneID026373",0.94288759607487,0.867919027356898,-0.929823083446296,-0.880983539985472,8
"FakeGeneID029380",-0.765771503342367,-0.606457159165171,0.257897631406666,1.11433103110087,6
"FakeGeneID017931",-0.600615224384471,-0.975218223096778,0.785724035611396,0.790109411869853,3
"FakeGeneID014500",-0.859875024605971,-0.783338120828074,0.537155533753084,1.10605761168096,3
"FakeGeneID030198",0.829122455198487,0.940740644051737,-1.00242153470868,-0.76744156454154,8
"FakeGeneID018386",-0.707780342444855,-1.09555839519763,0.828889281460953,0.974449456181531,3
"FakeGeneID037107",0.781686545120228,1.01846860793873,-1.14731795975003,-0.652837193308925,8
"FakeGeneID016716",-0.990437559019491,-0.824455873028393,0.807322576420735,1.00757085562715,7
"FakeGeneID021898",0.357409491688962,1.01565806004503,-0.853571249667399,-0.519496302066596,5
"FakeGeneID011748",-0.776852388725546,-0.827029021391607,1.09863916032251,0.505242249794643,4
"FakeGeneID037510",-0.811891198747118,-0.963261943052253,0.706099115211128,1.06905402658824,3
"FakeGeneID012237",0.726789787637323,0.969012979040641,-0.577950271830887,-1.11785249484708,1
"FakeGeneID035069",0.900387241987248,0.840845074177831,-1.20662571671393,-0.534606599451153,8
"FakeGeneID029645",1.15495570245081,0.638875603771872,-0.756737216414691,-1.037094089808,1
"FakeGeneID025242",0.664514583029931,0.915957258613072,-0.943611350178186,-0.636860491464822,8
"FakeGeneID003646",0.909235931802834,0.730128528381132,-1.1380240688514,-0.501340391332564,5
"FakeGeneID000786",-1.09839407032089,-0.708826452365232,0.846009902433966,0.961210620252153,9
"FakeGeneID007637",-0.708622874055309,-0.558819746758236,1.12702096058972,0.14042166022382,4
"FakeGeneID002188",0.887035855989711,0.778292502106839,-0.316954017031372,-1.34837434106518,1
"FakeGeneID004745",0.888079822339601,0.926568430681745,-1.03977045103647,-0.774877801984876,8
"FakeGeneID005132",0.681078832996502,0.907155552739104,-0.763581174021616,-0.824653211713994,8
"FakeGeneID000702",-0.803464730855721,-0.99551481751665,0.822922578118233,0.976056970254138,7
"FakeGeneID010097",0.982059642813286,0.513754181743465,-0.896730436681295,-0.599083387875455,8
"FakeGeneID004520",-1.0157641784,-0.833844429439736,0.883670425928242,0.965938181911499,7
"FakeGeneID005007",0.850017620641811,0.646084653898167,-0.464371467741116,-1.03173080679886,1
"FakeGeneID022563",-0.841846510184661,-0.9642419595892,0.712120029925012,1.09396843984885,3
"FakeGeneID010264",0.599151463788319,1.05176377762578,-1.15586737177751,-0.495047869636593,5
"FakeGeneID037712",-0.75151858101921,-1.04052822965187,0.679724095602533,1.11232271506855,3
"FakeGeneID004586",-0.755760722991569,-0.95862968585752,0.915812524239146,0.798577884609943,7
"FakeGeneID023700",0.876855531727739,0.972999748088942,-1.05778087205196,-0.792074407764718,8
"FakeGeneID014133",0.957810643046147,0.837528686577799,-0.884285707586645,-0.911053622037302,8
"FakeGeneID016511",0.774271373327499,1.02693087261204,-0.91549381345423,-0.885708432485308,8
"FakeGeneID028189",-1.13728969319663,-0.513940260426452,0.927723312891496,0.723506640731589,9
"FakeGeneID003996",-0.959479041075118,-0.864780220277988,1.07573755454815,0.74852170680496,7
"FakeGeneID020669",-0.909865362115813,-0.8666938528971,0.984286680686855,0.792272534326059,7
"FakeGeneID011181",-0.310368491936965,-0.811245409832713,1.54394160673108,-0.422327704961403,4
"FakeGeneID034672",-0.658509041526565,-1.10087467438998,0.821522407593205,0.937861308323338,3
"FakeGeneID011826",0.872250825069017,0.613302182456156,-0.19911983279045,-1.28643317473472,2
"FakeGeneID021707",1.0099068525474,0.822632975387097,-1.07438969770622,-0.75815013022828,8
"FakeGeneID025787",0.909843348495123,0.901839587275999,-0.800728415776041,-1.01095451999508,1
"FakeGeneID030199",0.846487718260043,0.934029663660132,-0.747142434232461,-1.03337494768771,1
"FakeGeneID022396",0.788194912194158,0.963828156835961,-1.0593828834019,-0.692640185628223,8
"FakeGeneID006358",-0.877315531660019,-0.782398856214932,0.854063743078629,0.805650644796319,7
"FakeGeneID009394",-0.985952995858837,-0.866090384593987,0.889722010526649,0.962321369926174,7
"FakeGeneID017072",0.934795557870036,0.804105217515076,-0.776321179167603,-0.962579596217509,1
"FakeGeneID000403",-0.439553848928676,-1.05863091974611,0.680703998550529,0.81748077012426,3
"FakeGeneID018545",-0.948130390834221,-0.805980356119004,1.08825567888362,0.665855068069605,7
"FakeGeneID003314",-1.1738256233412,-0.183461237161319,0.811709362262088,0.545577498240429,9
"FakeGeneID004502",-0.98227002427076,-0.768841737411616,0.968393138578244,0.782718623104133,7
"FakeGeneID025866",-1.24377135837327,-0.362073891232952,0.592323592294375,1.01352165731184,9
"FakeGeneID019867",-1.25496505734146,-0.356689810314019,0.897987806284558,0.713667061370917,9
"FakeGeneID026527",0.543360240514585,0.731981270040765,-1.46775199310193,0.19241048254658,5
"FakeGeneID007359",-0.871134022215809,-0.775733272926996,0.490470415757128,1.15639687938568,3
"FakeGeneID031098",-1.22597630563475,-0.560590505467349,0.840925139916909,0.94564167118519,9
"FakeGeneID011253",0.923816916473945,0.914821121794788,-0.914375391154335,-0.924262647114396,8
"FakeGeneID003928",0.975293348086821,0.619652550352078,-0.244678779314711,-1.35026711912419,2
"FakeGeneID028702",-0.710274061276515,-0.792635685422072,0.614022263334804,0.888887483363783,3
"FakeGeneID030948",-1.04759123557242,-0.767804818418316,0.757440211496273,1.05795584249446,9
"FakeGeneID009949",0.895326473855968,0.693817722472529,-1.30923773687952,-0.27990645944898,5
"FakeGeneID006856",-0.595599555911521,-0.729981883797554,1.51578750619234,-0.190206066483267,4
"FakeGeneID026201",-1.09960805417256,-0.680237992947291,0.749348591802117,1.03049745531774,9
"FakeGeneID011696",-0.973313931133966,-0.713826820382437,0.912646641302788,0.774494110213615,7
"FakeGeneID028814",-0.989173056052968,-0.798918017114153,0.805282265726224,0.9828088074409,7
"FakeGeneID028850",0.987776690949729,0.72526452265103,-1.07996896949128,-0.633072244109481,8
"FakeGeneID006677",-0.631613911688049,-0.966808945485296,0.67123356281996,0.927189294353385,3
"FakeGeneID004643",0.556085185751794,0.846618643267549,-1.0922111427117,-0.310492686307646,5
"FakeGeneID027329",-1.00757181352158,-0.748766754252514,0.62138105654048,1.13495751123361,9
"FakeGeneID023101",-0.580053175945967,-1.09443140233909,0.765487142293097,0.908997435991959,3
"FakeGeneID018945",-1.37914379470689,0.0121893010093297,0.681024741702142,0.685929751995419,9
"FakeGeneID032043",-0.729184959296216,-1.06121256711851,0.799087052966027,0.991310473448694,3
"FakeGeneID008885",-0.85815735778127,-0.935040090968934,0.791729892018509,1.0014675567317,7
"FakeGeneID021739",-1.09023675210556,-0.645150586580599,0.692558501185534,1.04282883750062,9
"FakeGeneID014072",0.752526027975291,1.08102470016061,-1.0127917249588,-0.820759003177103,8
"FakeGeneID014771",-1.12963139898167,-0.669180287980991,0.7451350676904,1.05367661927226,9
"FakeGeneID037751",0.854130176493763,0.975557448829325,-1.12791339584063,-0.70177422948246,8
"FakeGeneID029488",-1.29202270523463,-0.402900070867506,0.678075448863371,1.01684732723876,9
"FakeGeneID011530",0.870170928871168,0.969397296446629,-0.845607172163154,-0.993961053154643,8
"FakeGeneID030568",-0.924470414080157,-0.770737142118206,1.21232131987125,0.482886236327109,4
"FakeGeneID010958",0.921522846816672,0.915109742069535,-0.774472309334378,-1.06216027955183,1
"FakeGeneID002872",0.605663937931557,1.14780819800063,-0.857984513283258,-0.895487622648932,8
"FakeGeneID021922",0.81085184343383,1.0268774203873,-0.947910759411382,-0.889818504409744,8
"FakeGeneID013305",1.08882727582582,0.562818409188004,-1.22415432383989,-0.427491361173939,5
"FakeGeneID030435",0.929031914841397,0.811768518412327,-0.651493438611376,-1.08930699464235,1
"FakeGeneID017665",-0.971598619535565,-0.678149938314956,0.851997669103603,0.797750888746919,7
"FakeGeneID002230",1.01555391368101,0.724489829885994,-0.956505783757108,-0.783537959809897,8
"FakeGeneID013588",-0.978390266358815,-0.799792410178562,1.04234947856941,0.735833197967969,7
"FakeGeneID009595",0.880704862945443,0.946673746452379,-0.847847215689694,-0.979531393708127,8
"FakeGeneID026524",-1.2590164135612,-0.503517249663938,0.857167432337386,0.90536623088775,9
"FakeGeneID010447",-0.959796720783111,-0.607926426778918,0.326274277383161,1.24144887017887,9
"FakeGeneID004753",-0.970032239891231,-0.760815175259816,0.648232018827162,1.08261539632388,9
"FakeGeneID007799",0.522879799010985,0.896634405261999,-1.41389790729432,-0.00561629697866731,5
"FakeGeneID009809",0.835639171808641,0.892811669653781,-0.992690397113702,-0.735760444348719,8
"FakeGeneID001201",-0.910275575883104,-0.656631511141155,0.888083669260995,0.678823417763263,7
"FakeGeneID004978",-0.830474987150188,-0.855408968199237,1.0927381130217,0.593145842327731,7
"FakeGeneID027629",-0.821843769292924,-1.0107886238325,0.92664570784195,0.905986685283478,7
"FakeGeneID003021",-0.883333126323119,-0.890844997891894,0.975324848947597,0.798853275267417,7
"FakeGeneID011276",0.367008638894375,0.696177285922041,-1.01254880473706,-0.0506371200793537,5
"FakeGeneID024500",-0.972078084528156,-0.722019712070665,0.406170481503021,1.2879273150958,9
"FakeGeneID008745",0.881563171003386,0.887909874864057,-1.04909312885672,-0.720379917010728,8
"FakeGeneID001093",-0.426151777048245,-1.05605868185271,0.674608266270368,0.807602192630588,3
"FakeGeneID022182",0.408761266163961,1.12826401078455,-1.28885946593161,-0.2481658110169,5
"FakeGeneID019655",0.868883497026942,0.903926987806646,-0.542708763793325,-1.23010172104027,1
"FakeGeneID010604",1.10407131548993,0.607653779306527,-0.872251250322932,-0.839473844473527,8
"FakeGeneID015157",-0.956282395298602,-0.834543272499332,1.02347242087805,0.76735324691989,7
"FakeGeneID025284",0.82650190256138,1.0125955407265,-0.925191918252902,-0.913905525034983,8
"FakeGeneID032104",0.8773138909895,0.932695423922538,-0.649760272137604,-1.16024904277443,1
"FakeGeneID018695",0.850592044240248,0.892143260538912,-1.15284477109858,-0.589890533680584,8
"FakeGeneID005064",-0.767749196293621,-0.984405370904349,0.842545108663591,0.909609458534379,7
"FakeGeneID004894",-0.596866825148346,-1.0892484298386,0.477019905991856,1.20909534899509,3
"FakeGeneID033237",-0.669526366132611,-0.746233685784898,-0.0505677713450226,1.46632782326253,6
"FakeGeneID022282",-0.707552058090101,-0.862147709912883,0.897278247437603,0.672421520565381,7
"FakeGeneID013191",0.90128575365191,0.89887574330655,-0.983599154880579,-0.81656234207788,8
"FakeGeneID027618",-1.10767857579136,-0.631808368524766,0.967714231380921,0.771772712935205,9
"FakeGeneID001533",0.902775209042565,0.874263094115589,-0.614139032787644,-1.16289927037051,1
"FakeGeneID005484",0.876341664319766,0.965628971896608,-1.02886744695671,-0.813103189259665,8
"FakeGeneID035957",-0.853073502758225,-0.928303035759999,0.823732670676472,0.957643867841752,7
"FakeGeneID008829",0.815161497804842,0.602041431608752,-0.410353800170233,-1.00684912924336,1
"FakeGeneID008578",-0.873607857015151,-0.917876309841327,0.803162446606379,0.988321720250098,7
"FakeGeneID023261",-0.84816465606647,-0.947641145202019,0.959948934165416,0.835856867103072,7
"FakeGeneID030907",-0.640555198002981,-0.682660793996947,0.283573556210271,1.03964243578966,3
"FakeGeneID008180",0.971135113885349,0.828823589955239,-0.788013489687252,-1.01194521415334,1
"FakeGeneID013713",0.824322554160199,1.00020347666245,-0.911087990445143,-0.913438040377506,8
"FakeGeneID011801",-0.759313422445398,-0.667609942869563,0.915756265537453,0.511167099777506,4
"FakeGeneID033204",0.665104650515192,1.03065581697073,-0.934318058756595,-0.76144240872933,8
"FakeGeneID004942",-0.713215074029391,-1.0508904917164,0.914124255517373,0.849981310228416,7
"FakeGeneID009117",0.817635963288018,0.926025494220051,-1.04401536702048,-0.699646090487585,8
"FakeGeneID037198",-0.879215980761476,-0.921264180163484,0.767019693174,1.03346046775096,7
"FakeGeneID018940",0.846924218295495,0.977579193064245,-1.0836764303743,-0.740826980985435,8
"FakeGeneID009319",0.704484286801597,0.804676423134366,-0.0754884932947146,-1.43367221664125,2
"FakeGeneID013488",-0.637221061189645,-1.02066028754402,0.902236273498923,0.755645075234748,7
"FakeGeneID023776",0.857601012130957,0.846535399456636,-0.572211141178976,-1.13192527040862,1
"FakeGeneID028069",-0.800270637650456,-1.04254017112534,0.88976988366039,0.953040925115407,7
"FakeGeneID001041",1.05957847000898,0.753106740893047,-0.7335797606524,-1.07910545024963,1
"FakeGeneID006753",-0.534788500917062,-0.892171013376421,0.238193938074558,1.18876557621892,3
"FakeGeneID011971",-0.89192133084077,-0.876560938773284,1.01518849006087,0.753293779553185,7
"FakeGeneID001747",0.995367856998453,0.821849717457452,-0.749260308540443,-1.06795726591546,1
"FakeGeneID033415",0.684860254436678,0.893820926212728,-1.14217111491563,-0.436510065733773,5
"FakeGeneID019222",1.18684375807713,0.378294821467303,-1.25565082318395,-0.309487756360477,5
"FakeGeneID022711",-0.996704665913871,-0.753918202300113,0.691384819663887,1.0592380485501,9
"FakeGeneID037874",0.892687689835498,0.783401736662873,-0.537387739666022,-1.13870168683235,1
"FakeGeneID003632",-0.966803400242133,-0.762862404896717,0.825238908107479,0.904426897031372,7
"FakeGeneID016129",-0.834692109734598,-1.0191659194526,0.847631939010762,1.00622609017643,7
"FakeGeneID013572",0.98219232226302,0.863532435656916,-0.907873733293865,-0.93785102462607,8
"FakeGeneID004644",-0.727620642731457,-0.938004868778755,1.10415097776469,0.561474533745523,4
"FakeGeneID037784",-0.737692035089927,-0.881569789511247,1.08740953628375,0.531852288317422,4
"FakeGeneID026862",0.674844028352576,0.977807292266873,-0.663275468244303,-0.989375852375146,1
"FakeGeneID007036",0.340296399983105,0.95115449829973,-0.529428304572719,-0.762022593710118,1
"FakeGeneID008909",-1.02409705842301,-0.692765984834851,0.685039600129982,1.03182344312788,9
"FakeGeneID012174",0.823095324816955,0.89393297608732,-0.665332348969167,-1.05169595193511,1
"FakeGeneID016329",0.94364375894632,0.360484154396708,0.0733110236199273,-1.37743893696296,2
"FakeGeneID022583",0.82284154296163,0.97717897324686,-0.962128554831298,-0.837891961377194,8
"FakeGeneID024940",-1.19911473983513,-0.445293395013092,0.864139470317329,0.780268664530895,9
"FakeGeneID016536",-0.772757098528138,-0.349556945514077,-0.136133527413709,1.25844757145593,6
"FakeGeneID007727",-0.652140314350258,-0.683374321277898,0.204805093988379,1.13070954163977,6
"FakeGeneID012468",0.870987594565941,0.947165107856203,-0.793814439093103,-1.02433826332904,1
"FakeGeneID031737",-0.611230563842854,-1.06525584038707,1.16735237288538,0.509134031344548,4
"FakeGeneID015557",-0.944928912584724,-0.918940059692522,0.859046312800666,1.00482265947658,7
"FakeGeneID014399",1.04863831023477,0.621702902811013,-0.970459217852251,-0.69988199519353,8
"FakeGeneID011270",0.929776512378092,0.896320306775481,-0.891019158502618,-0.935077660650956,8
"FakeGeneID007595",-0.545704519098664,-1.17831392106012,0.816597535641063,0.907420904517723,3
"FakeGeneID030941",-0.507619061509956,-1.11871145255954,0.889816598947989,0.736513915121505,3
"FakeGeneID033432",-1.05127512874313,-0.459424331104091,0.38541440094312,1.1252850589041,9
"FakeGeneID011290",-0.587164944825815,-1.20783605165066,0.992819540932433,0.802181455544042,7
"FakeGeneID017522",-1.05701423122434,-0.593180181244439,1.21866453823146,0.431529874237325,4
"FakeGeneID022797",-0.802124682789508,-0.71653167351135,1.37064885311988,0.148007503180982,4
"FakeGeneID011440",0.98043327927865,0.804344106570241,-0.884749331015044,-0.900028054833847,8
"FakeGeneID009163",-0.640879840966707,-1.09748569240298,0.753818341206471,0.984547192163211,3
"FakeGeneID008018",0.468998422937628,1.24961266939829,-0.633058373556503,-1.08555271877942,1
"FakeGeneID000595",0.910448404913163,0.747373016341614,-0.565702110944129,-1.09211931031065,1
"FakeGeneID024342",-0.846673853741341,-0.942054518637238,0.903363134806824,0.885365237571755,7
"FakeGeneID004597",-0.803102680763549,-0.645367877559793,0.773432080974659,0.675038477348683,7
"FakeGeneID030372",-0.442394505395536,-0.78488073227421,-0.0631930858734556,1.2904683235432,6
"FakeGeneID036663",0.413238618636208,1.08780538796933,-0.720929000199345,-0.780115006406198,1
"FakeGeneID017570",0.810224229161457,1.01264041349176,-0.731776869850776,-1.09108777280244,1
"FakeGeneID011740",0.989312626981237,0.81399619606456,-1.07136111658493,-0.731947706460866,8
"FakeGeneID010541",-1.09601295785817,-0.0641989658798824,0.352178839467416,0.808033084270637,9
"FakeGeneID033824",-0.642732522729649,-1.06895132612533,1.04971368156977,0.661970167285204,7
"FakeGeneID015217",-1.05912643086437,-0.574740350272417,0.390015285878478,1.24385149525831,9
"FakeGeneID024302",-1.24167821123245,-0.0116598504431219,0.922784490862608,0.330553570812961,9
"FakeGeneID006920",-0.736571152039259,-1.05091546308448,0.977262655637457,0.810223959486282,7
"FakeGeneID014378",-0.0656254541758304,-1.36578860436917,0.806366300490135,0.625047758054864,3
"FakeGeneID029939",0.975466008594171,0.717144792708354,-1.29591850203522,-0.396692299267304,5
"FakeGeneID020544",0.40696178301904,1.07124271259589,-0.229297107141332,-1.2489073884736,1
"FakeGeneID008721",1.03573649059296,0.711773154342381,-0.830668175665399,-0.91684146926995,8
"FakeGeneID015437",-1.07814643801386,-0.566475863878267,0.703645903559363,0.940976398332768,9
"FakeGeneID021312",0.803424306868016,1.03073733231516,-1.05157302315253,-0.78258861603064,8
"FakeGeneID017210",-0.683583609820979,-0.854253249918992,0.708645862036062,0.829190997703908,3
"FakeGeneID030831",0.833768413208483,1.00325844303301,-0.91698468477277,-0.920042171468726,8
"FakeGeneID009411",0.921011754984696,0.896751068556608,-0.999055259453077,-0.818707564088228,8
"FakeGeneID013408",-0.954029490662536,-0.679314101707372,0.373735761873122,1.25960783049679,9
"FakeGeneID003691",-0.97488816742305,-0.862911190024939,0.962508531775887,0.875290825672103,7
"FakeGeneID010017",0.943704901805318,0.571047000151367,-1.33136534045841,-0.183386561498273,5
"FakeGeneID000074",-0.74042542039256,-1.10500598361625,0.916780847503355,0.928650556505452,7
"FakeGeneID038010",-0.847533432653274,-0.948601554564927,1.02434991721685,0.771785070001349,7
"FakeGeneID032676",-1.18376257098412,-0.231556893854026,0.684001856638736,0.731317608199405,9
"FakeGeneID026218",-0.764760068271521,-0.965431567260857,0.905288915068775,0.824902720463602,7
"FakeGeneID012895",0.777726678789966,1.00030487496875,-0.891685214734245,-0.886346339024474,8
"FakeGeneID027851",-0.761984536098388,-0.902873259528115,0.887880047433201,0.776977748193301,7
"FakeGeneID013549",-0.683589322562156,-1.02664430307417,1.26359428568308,0.446639339953246,4
"FakeGeneID001013",1.0996353528973,0.644544571509519,-0.971126173751625,-0.773053750655198,8
"FakeGeneID025934",0.765246469348627,0.740713797050604,-0.507819687986917,-0.998140578412314,1
"FakeGeneID019378",-0.767805246508091,-0.867369842794998,0.743547612819359,0.891627476483729,7
"FakeGeneID013243",-0.954939485187271,-0.892552547589577,0.874427359825504,0.973064672951343,7
"FakeGeneID020873",-0.681172079021593,-1.0431027876164,0.958935092959493,0.7653397736785,7
"FakeGeneID013291",0.752343799625891,1.02386219197968,-1.01862037421504,-0.757585617390526,8
"FakeGeneID026471",0.964500497423212,0.886441566668218,-0.813113676576967,-1.03782838751447,1
"FakeGeneID004357",1.14541349706114,0.265924413598785,-0.809585472157072,-0.601752438502852,8
"FakeGeneID031642",-0.258542854699034,-1.18053113282023,0.145490476022544,1.29358351149672,3
"FakeGeneID020251",0.621100225743589,1.07269649182526,-0.979361426461773,-0.714435291107069,8
"FakeGeneID021823",0.833022980369604,0.997355934630003,-1.00286457653458,-0.827514338465025,8
"FakeGeneID007160",-0.88168289457288,-0.8108970666925,0.979125955273076,0.713454005992304,7
"FakeGeneID006083",0.848009672264371,0.487166008110905,-0.331711110123651,-1.00346457025163,2
"FakeGeneID000679",0.822469938926688,0.953616723638211,-1.17055551633743,-0.605531146227468,8
"FakeGeneID006349",-0.644239149776203,-0.901984488958822,0.289536701470131,1.2566869372649,3
"FakeGeneID021554",-0.564913788395731,-0.930242778033151,0.472849479318608,1.02230708711027,3
"FakeGeneID031303",-1.33957248485604,-0.228820533275565,0.515140210923043,1.05325280720856,9
"FakeGeneID023460",0.81970718141873,0.983514238625496,-1.07083210633555,-0.732389313708679,8
"FakeGeneID031852",-0.883305648839547,-0.825053695947834,1.00412741149734,0.704231933290037,7
"FakeGeneID033098",0.91517844597134,0.926495267202284,-0.930076405391488,-0.911597307782138,8
"FakeGeneID017943",-1.00389177056991,-0.290787403523964,0.271383577322467,1.02329559677141,9
"FakeGeneID002513",0.832327694377143,0.643625608250619,-1.03094809176983,-0.445005210857932,5
"FakeGeneID012078",0.950065716798321,0.87929597777436,-0.909224062971442,-0.92013763160124,8
"FakeGeneID006935",1.06028265365093,0.704933196069978,-0.590507575293282,-1.17470827442763,1
"FakeGeneID031388",-0.637623652751611,-0.81171165924824,1.01789965113281,0.431435660867042,4
"FakeGeneID025775",0.842788563026819,0.849515539606506,-0.965570079800672,-0.726734022832654,8
"FakeGeneID034526",-0.847570751486479,-0.654012509193114,0.162299008497473,1.33928425218212,6
"FakeGeneID023944",-0.293627510825235,-0.79138696256081,1.44479738045597,-0.359782907069923,4
"FakeGeneID033313",-0.55527399265496,-1.00171631938864,0.265218636686486,1.29177167535712,3
"FakeGeneID014561",-0.88670175763396,-0.898734563823506,0.622719742415746,1.16271657904172,3
"FakeGeneID009348",0.918295433687142,0.59366585127345,-0.297480332190402,-1.21448095277019,2
"FakeGeneID018897",-0.809939391844704,-0.825897930078695,0.870805358684368,0.765031963239031,7
"FakeGeneID036485",-0.787954272640594,-0.951572058942205,0.831855804327167,0.907670527255633,7
"FakeGeneID030267",-1.16398331264871,-0.62967119891114,1.03824698968007,0.755407521879782,9
"FakeGeneID014917",-1.09943901525883,-0.257643049550638,1.32135339110442,0.0357286737050535,4
"FakeGeneID021876",0.859285805546807,0.962878788631533,-0.945899523522867,-0.876265070655473,8
"FakeGeneID015098",0.897322254882361,0.894380053831648,-1.06937893003641,-0.7223233786776,8
"FakeGeneID031634",0.825560947386206,0.772328635052229,-0.700346525150274,-0.897543057288161,1
"FakeGeneID002505",0.902076622564932,0.915159773652227,-0.972600142972029,-0.844636253245128,8
"FakeGeneID007615",-0.791666568898967,-0.794276043180094,0.882755383917531,0.703187228161529,7
"FakeGeneID021699",0.826632767171925,1.0108784339605,-0.810032531498275,-1.02747866963415,1
"FakeGeneID017116",-0.748233793369377,-0.542142765367576,-0.146337155205549,1.4367137139425,6
"FakeGeneID012143",-1.29841774404884,-0.111873429554408,0.423355457274225,0.986935716329021,9
"FakeGeneID017715",-0.845547686231569,-0.77084279690744,0.998342956175146,0.618047526963863,7
"FakeGeneID026440",0.674683275886207,0.517694215954052,-1.01245399364958,-0.179923498190679,5
"FakeGeneID015216",0.891683996177345,0.906713457787394,-1.02657235753324,-0.771825096431493,8
"FakeGeneID005752",0.567294827198904,0.735746750469751,-0.15800549072379,-1.14503608694487,2
"FakeGeneID027518",-0.816493197735022,-0.934777435130922,0.753529247868778,0.997741384997168,7
"FakeGeneID016159",0.776073895198734,0.531641772953736,-1.40982302153749,0.102107353385023,5
"FakeGeneID024707",-0.805877681242589,-1.02318671810523,1.05472080654007,0.774343592807749,7
"FakeGeneID016806",1.04188726271119,0.717245015167956,-0.604655045468496,-1.15447723241065,1
"FakeGeneID028021",0.814378607085605,0.876915805201955,-0.654206067888978,-1.03708834439858,1
"FakeGeneID000498",-0.986499469476857,-0.684255947645459,0.794921359316573,0.875834057805743,9
"FakeGeneID012223",-0.963545675876417,-0.878221257275531,0.905305871289249,0.9364610618627,7
"FakeGeneID037859",-0.856065676542371,-0.856092730222803,0.880794793619679,0.831363613145496,7
"FakeGeneID002098",0.749886598448224,0.836714999249146,-0.52169450470742,-1.06490709298995,1
"FakeGeneID002250",0.661472719134518,1.13864199809017,-0.799340407103653,-1.00077431012103,1
"FakeGeneID030609",0.838216434665767,0.450147678015758,-0.316264630540262,-0.972099482141263,2
"FakeGeneID034499",-1.04580730421552,-0.601076073410596,1.27315689997553,0.373726477650588,4
"FakeGeneID009929",-0.872176672767493,-0.872176672767493,0.771672037516474,0.972681308018513,7
"FakeGeneID006315",0.714228832748581,1.06459231697392,-0.979318482284529,-0.799502667437971,8
"FakeGeneID005718",1.0093581733699,0.817928324706752,-0.914592807791948,-0.912693690284704,8
"FakeGeneID013348",0.675000271259625,0.807144378536126,-0.354383448423066,-1.12776120137269,1
"FakeGeneID017813",0.702119388335855,0.915915918577228,-1.2377631267354,-0.380272180177685,5
"FakeGeneID020770",0.874630959132743,0.959660253891926,-0.817319105155758,-1.01697210786891,1
"FakeGeneID012271",-0.815379750802102,-0.960205751251372,1.06293884353806,0.712646658515415,7
"FakeGeneID023396",-1.17200114228949,-0.26353031569822,0.470546297530223,0.964985160457485,9
"FakeGeneID011126",-0.723480385365719,-1.07294677365257,0.891551991985074,0.904875167033219,7
"FakeGeneID026100",-0.941479694628026,-0.88746399615125,0.955663486789525,0.873280203989751,7
"FakeGeneID011031",-0.559561257256567,-0.916606637619961,0.447310701745951,1.02885719313058,3
"FakeGeneID016851",-0.831457266572241,-0.836663133871735,0.638580042616133,1.02954035782784,3
"FakeGeneID015864",0.915368572538241,0.732328563688228,-0.610024544661499,-1.03767259156497,1
"FakeGeneID029404",-1.17014123646884,-0.570385755760226,0.97232378292301,0.768203209306056,9
"FakeGeneID012112",-1.03496894014933,-0.657991421873476,0.571779188383716,1.12118117363909,9
"FakeGeneID030459",-0.862025775200954,-0.704513067084273,0.157217288586912,1.40932155369832,6
"FakeGeneID021388",-0.680737468688287,-1.10878777098932,0.801571190038636,0.987954049638966,3
"FakeGeneID031436",0.901302995291368,0.92673264481181,-0.724768393960805,-1.10326724614237,1
"FakeGeneID015366",0.841095070462843,0.983554834968579,-1.00302183586467,-0.821628069566747,8
"ENSRNA049494838",-1.23313221005137,-0.460271735247391,1.02718356356172,0.666220381737049,9
"FakeGeneID013394",-0.633671487742496,-0.959455368198808,0.494864591767327,1.09826226417398,3
"FakeGeneID019975",-0.409950251172594,-1.20329643751143,0.502104448240403,1.11114224044362,3
"FakeGeneID008588",0.706673116293826,0.616479154115198,-0.330967606980779,-0.992184663428241,1
"ENSRNA049493884",0.504671318457935,1.02317074429537,-1.17917940492624,-0.348662657827065,5
"FakeGeneID020497",-1.08224990461655,-0.763314082834637,0.96033597964489,0.8852280078063,7
"FakeGeneID028041",0.934342766900958,0.860962883518568,-0.847645914150893,-0.947659736268634,8
"FakeGeneID018911",1.10963040060554,0.63241317972028,-0.595739508467416,-1.14630407185841,1
"FakeGeneID024060",-0.51400014983359,-1.21275882243253,0.912671265679085,0.814087706587036,3
"FakeGeneID026088",0.925419620049742,0.935958640624133,-0.873588707953005,-0.98778955272087,8
"FakeGeneID009431",0.374062328871679,1.15695797951692,-0.420137423623726,-1.11088288476487,1
"FakeGeneID035652",0.798807006422571,1.00060596491109,-0.948121990167081,-0.851290981166583,8
"FakeGeneID019015",0.958405723183825,0.769417187547041,-0.96135335410025,-0.766469556630617,8
"FakeGeneID031323",-0.616309853071024,-0.850080311248002,0.730046838423814,0.736343325895212,3
"FakeGeneID011914",0.467162617487129,1.23302250704251,-1.11265384260287,-0.587531281926764,8
"FakeGeneID031620",-0.718092587196489,-0.65887421074345,1.08454732662867,0.292419471311268,4
"FakeGeneID014269",-0.868892870649414,-0.968976805726037,0.893907908154314,0.943961768221138,7
"FakeGeneID018199",0.97599258505656,0.575902030533237,-1.4227811292253,-0.129113486364497,5
"FakeGeneID030782",0.889637333873915,0.951129606921791,-0.871742961687974,-0.969023979107732,8
